304,Euston Road School,8,20th century 1900-1945,"Casualty Reception Station, Capua	On the Map	Hickbush, the Grove I	Dover Front	Seated Nude	Wellington Square	Winifred Burger	Market Place	Fort Burgoyn, Dover	Nude, Camberwell	Nude	The Quiet River: The Thames at Chiswick	Studio Interior	Path with Elder and Hazel	Natalie Dower	Nude Model	Demolition of Verlaine's House	Reclining Nude	Interior with a Nude and a Still Life	Reclining Nude	Havildar Ajmer Singh	Man with a Beard	Lamplight	Portrait Group	Private Clarke, A.T.S.	Still Life with Skull	Miss Anne Popham	Inez Spender"
305,Expressionism,8,20th century 1900-1945,"A Rose Among Many Waters	Morning after Rain	The Crab	Loreley	Marianne-Maquis	The Sick Child	Back from the Races	Woman with a Bag	The Two Travellers	The Death of Diarmuid, the Last Handful of Water"
306,Fauvism,8,20th century 1900-1945,"Open Window at Saint-Jeannet	The Kessler Family on Horseback	The Wheatfield	The Kessler Family on Horseback	Standing Nude	Henri Matisse	Deauville, Drying the Sails	André Derain	The Pool of London	Nude, Fitzroy Street, No. 1"
307,Futurism,8,20th century 1900-1945,Study for 'Returning to the Trenches'	Bursting Shell	Abstract Speed - The Car has Passed	Explosion of Red on Green	Dance Hall Scene	Suburban Train Arriving in Paris	The Arrival	Unique Forms of Continuity in Space	La Mitrailleuse	The Syphon
308,German Expressionism,8,20th century 1900-1945,Z 105 Portals of Houses	A Married Couple	Suicide	Woman with a Bag	Dr Rosa Schapire	Two Women	Male Head
309,Group X,8,20th century 1900-1945,Portrait Sketch: Seated Woman with Beads	Athletes Exercising in a Gymnasium	The Diners	Sparring Partners	The Cinema	Mrs Schiff	Reconstruction	The Horsemen	Edith Sitwell
311,Modern Realism,8,20th century 1900-1945,Sleeping Girl	Still Life	The Painter and his Family	Nude with Loaves
312,Neo-Romanticism,8,20th century 1900-1945,"Black Landscape	Man Hosing Metal Fish Boxes	Grace Sholto Douglas	Glaciated Rocks, Nant Ffrancon	Leaping Figure	Small Assembly of Figures	The Jug on the Window	Corte, Corsica	Woman with Paper Flowers	The Temptation of St Anthony	Standing Forms II	The Quest	This Extraordinary Year, 1945	Flight of the Magnolia	Horned Forms	Composition: The Death of James Dean	Hotel by the Sea	Portuguese Cannon, Mazagan, Morocco	Two Sisters	Street and Railway Bridge	Children by the Sea	The Golden Wheel	Yarnton Monument	Landscape at Les Baux	Harvest	Dreamer in Landscape	Fata Morgana	Pastoral for P.W.	Dark Landscape	The White Root	Communication of Hate	Portrait of Kevin Maybury	The Fortune Teller	A Land Unvisited	Wittenham Clumps	The Courtesan	Medea's House, Corinth	Figure Drawing	Figure Drawing	Figure Drawing	Nude	The Captive Seven	Self-Portrait	Landscape from a Dream	Welsh Landscape with Roads	Green Tree Form: Interior of Woods	The Dairy, Fawley Court	Woman with Leaping Cat	Mrs R.A. Gorer	The Origins of the Land	Totes Meer (Dead Sea)	Furnaces	Seaton Delaval	Tapping a Blast Furnace	All Saints Chapel, Bath	Devastation, 1941: An East End Street	Devastation, 1941: East End, Burnt Paper Warehouse	St Mary le Port, Bristol	Devastation, 1941: East End, Wrecked Public House	The Messerschmidt in Windsor Great Park	Somerset Place, Bath	Crucifixion	Bomber in the Corn	Pillar and Moon	The Somnambulist	Head III	Entrance to a Lane	Au Cirque	Clown	Bearded Head	Self-Portrait	The Fool	Head	The Artist's Wife Seated in a Tree	Tree & Hills	Landscape	Landscape	Bird Smoking a Pipe	The Pilgrim	Foliate Head	iii	[no title]	[no title]	[no title]	[no title]	[no title]	[no title]	iv	i	[no title]	[no title]	ii	[no title]	Drysllwyn Castle	Pastoral	Horseguards in their Dressing Rooms at Whitehall	Clegyr Boia	Cray Fields	Pecken Wood	The Voice of the Fool	The Fool with a Fish	Head	The Joy of the Fool	Island	Foliate Heads II	Foliate Heads I	Figure with a Boat"
313,Objective Abstraction,8,20th century 1900-1945,Painting	Study	Two Females	Triangle to Beyond	Objective Abstraction	Painting	Blossoms
314,Orphic Cubism,8,20th century 1900-1945,Endless Rhythm	Triptych	Prose on the Trans-Siberian Railway and of Little Jehanne of France
316,Rayonism,8,20th century 1900-1945,Rayonist Composition	Rayonist Drawing	Nocturne
317,Realism,8,20th century 1900-1945,The Invalid
318,Supremetism,8,20th century 1900-1945,Dynamic Suprematism	Relief
319,Seven and Five,8,20th century 1900-1945,"Beach with Starfish	Triangle to Beyond	Abstract Composition	Three Forms	Construction, Intersection	Construction	Still Life	1924 (first abstract painting, Chelsea)	Autumn Composition, Flowers on a Table	Flower Table	1928 (foothills, Cumberland)	Wings over Water	Abstract I"
320,Surrealism,8,20th century 1900-1945,"Danger of Death	According to the Laws of Chance	Impish Fruit	The Doll	A Naturalist's Study	The Reckless Sleeper	A Present for the Past	The Doll	Metamorphosis of Narcissus	Cadeau	New York	Azure Day	Guitar and Profile	Star, Winged Being, Fish	Kitchen-maids	Sirens	Dadaville	Woman	Moustaches	Do You Know My Aunt Eliza?	I am an Amateur of Velocipedes	Otaïti	Men Shall Know Nothing of This	Pisces	Constellation According to the Laws of Chance	Message from a Friend	A Star Caresses the Breast of a Negress (Painting Poem)	Virgin Shroud	Black Virtue	Painting	The Invisibles	Man with a Newspaper	L'Enigme d'Isidore Ducasse	The Lovers	Ce qui manque à nous tous	Pincushion to Serve as Fetish	Some Roses and Their Phantoms	Nue couchée	Emak Bakia	The Doll	Indestructible Object	Composition (Man and Woman)	Celebes	Hour of the Traces	Mountain Lake	Head of a Catalan Peasant	Forgotten Horizon	The Spirit of Geometry	Exquisite Corpse	The Annunciation	Sleeping Venus	Montserrat	The Future of Statues	Lobster Telephone	Pietà or Revolution by Night	Sculpture to be Lost in the Forest	Forest and Dove	L'Hôtel Sully, Courtyard with Figures	Peg-Top	The Handsome Pork-Butcher	Curves and Circles	I Saluted at Six Paces Commandant Lefebvre des Noëttes (Poem object)	Winged Being	Eine Kleine Nachtmusik	Planet Set, Tête Etoilée, Giuditta Pasta (dédicace)	Walking Woman	Determination of Gender	The Uncertainty of the Poet	Portrait of a Doctor	The Painter's Family	Ibdes in Aragon	1933 (guitar)	The Entire City	Pagoda Fruit	Women and Bird in the Moonlight	Untitled	Untitled II	Untitled I	Untitled III	Untitled from 'La Brebis galante'	Series II	Dangerous Correspondances	Untitled	I Extend My Arms	Untitled	Crystal Heads, British Museum, London, June-July 1936	Untitled	A Dream Within a Dream	Saint Martin Landscape	The Conductor	The Matador	The Great Carnivore	King of Aragon	Untitled	Composition	Constellations"
321,Unit One,8,20th century 1900-1945,"1934 (relief)	Dieppe	Composition	1934-6 (painting - still life)	1934 project for Massine for Beethoven 7th Symphony Ballet	Mother and Child	June 1937 (painting)	1935 (white relief)	Equivalents for the Megaliths	Three Forms (Carving in Grey Alabaster)	Discs in Echelon	Forms in Echelon	Three Forms	Single Form (Eikon)	Composition 1933 (Interior)	Jan 27 1933	1936 (white relief sculpture - version 1)	Kinetic Feature	Two Forms	Variation on the Form of an Anchor	Ball, Plane and Hole	Four-Piece Composition: Reclining Figure	Landscape at Large	circa 1936 (sculpture)	Dancing Skeletons	Harlem	1933 (guitar)	The Beached Margin	Recumbent Figure	Foxy and Frankie (1)	abstract	Foxy and Frankie (2)"
322,Vorticism,8,20th century 1900-1945,"Study for 'Two Step'	Study for 'In the Hold'	Torso in Metal from 'The Rock Drill'	Garden Ornament	Study for 'The Rock Drill'	The Diners	The Crowd	Abstract Multicoloured Design	The Mud Bath	Vorticist Composition	Abstract Composition in Blue and Yellow	Monochrome Abstract Composition	Sparring Partners	Workshop	Sketches for 'The Dancer'	Abstract Composition	Abstract Drawing	The Return of Ulysses	Garden Ornament	Two Mechanics	Planners: Happy Day	Abstract Composition	Madge Pulsford	Reconstruction	The Lake	Fish	Totem	The Horsemen	Study for 'The Tea Garden'	Drawing for 'The Return of Ulysses'	Mechanised Head	Granite Quarries, Darby Hill, Oldbury	Red Stone Dancer	Composition	vi	iii	iv	View of a Town	'The Withered Root' by Rhys Davies"
340,Conversation Piece,290,18th century,"The Schutz Family and their Friends on a Terrace	An Elegant Company Playing Cards	Three Daughters of John, 3rd Earl of Bute	Three Sons of John, 3rd Earl of Bute	Colonel Mordaunt's Cock Match	Study for 'The Bennett Family'	Breaking-Up Day at Dr Clayton's School at Salford	[title not known]	[title not known]	Members of the Carrow Abbey Hunt	Samuel Richardson, the Novelist (1684-1761), Seated, Surrounded by his Second Family	Conversation Piece	Colonel Blair with his Family and an Indian Ayah	A Musical Assembly	Mr and Mrs Dalton and their Niece Mary de Heulle	The Indian Emperor, engraved by Robert Dodd	The Children of George Bond of Ditchleys	The Author and his Reader; a Frontispiece to 'The Tatler'	Sketch of a Group of Five Gentlemen around a Table	Group of Three Ladies in a Garden	A Family Group of Seven Persons Standing on a Terrace	A Family Group of Five Persons, Knee-length	The Strode Family	The Betts Family	The James Family	The Bradshaw Family	An English Family at Tea	Mr Oldham and his Guests	George Thompson, his Wife and (?) his Sister-in-Law"
341,Fancy Picture,290,18th century,"A Music Party	A Girl Buying a Ballad	A Girl Sewing	Sir Arthegal, the Knight of Justice, with Talus, the Iron Man (from Spenser's 'Faerie Queene')	The Housemaid	Lady Hamilton as Circe	The Age of Innocence	Lady Hamilton (?as a Figure in 'Fortune Telling')	Lady Hamilton as Cassandra	Mrs Hartley as a Nymph with a Young Bacchus	A Child's Portrait in Different Views: 'Angel's Heads'	The Fortune-Teller	Boy and Cat	Puck or Robin Goodfellow	Figure Study for 'The Housemaid'	Tom Hayley as Robin Goodfellow"
342,Grand Tour,290,18th century,"Rome: St Peter's and the Vatican from the Janiculum	Lake Avernus and the Island of Capri	Ariccia	Distant View of Maecenas' Villa, Tivoli"
343,Modern Moral Subject,290,18th century,"The Dance (The Happy Marriage ?VI: The Country Dance)	O the Roast Beef of Old England ('The Gate of Calais')	The Staymaker, engraved by Joseph Haynes	The March to Finchley	The Enraged Musician	A Rake's Progress (plate 4)	A Rake's Progress (plate 8)	A Rake's Progress (plate 3)	A Rake's Progress (plate 5)	Four Prints of an Election, plate 4: Chairing the Members	Gin Lane	A Rake's Progress (plate 7)	Four Prints of an Election, plate 2: Canvassing for Votes, engraved by Charles Grignion	The Staymaker (? The Happy Marriage V: The Fitting of the Ball Gown)"
344,Neo-Classicism,290,18th century,"Portrait of a Lady	Enoch. Verso: Study of a Wrestler, Design for a Madonna; Profile of a Young Man	[title not known]	[title not known]	[title not known]	[title not known] Verso: Head and Shoulders of Figure Wearing Hat	[title not known] Verso: Incomplete Studies of Head and Shoulders, Standing Figure and Woman with Child, and ?Part of Sketch	[title not known] Verso: Sketch of Figure Group	[title not known] Verso: Three Sketches, Two of Mouth and Chin in Profile	[title not known]	[title not known]	[title not known]	[title not known]	[title not known] Verso: Figure and Group Sketches	[title not known] Verso: Figurative Sketches	[title not known] Verso: Individual Figure Sketches	[title not known] Verso: ?Figure Sketch	[title not known]	[title not known]	[title not known]	[title not known] Verso: Sketch of Tondo	[title not known]	[title not known] Verso: Sketch of Monument	[title not known]	[title not known]	[title not known]	[title not known] Verso: Sketch of a Head in Profile	[title not known] Verso: Part of ?Map and ?Figurative Sketch	[title not known] Verso: Sketch of Part of a Seated Figure	[title not known] Verso: Sketches of Individual Figures and Horses' Heads	[title not known]	[title not known]	[title not known]	[title not known]	[title not known] Verso: Fourteen Group Figure Studies	[title not known] Verso: Sketches of a Hand and ?Unidentified Subject	[title not known]	[title not known] Verso: Two Compositional Sketches	A Grecian Harvest Home	Hector Taking Leave of Andromache	Satan, Sin and Death	Scientists and Philosophers	The Glorious Sextumvirate	Jupiter and Juno on Mount Ida	Philoctetes in the Island of Lemnos	The Distribution of Premiums in the Society of Arts	The Phoenix or the Resurrection of Freedom	The Thames, or the Triumph of Navigation	Orpheus	Lord Baltimore and the Group of Legislators	The Birth of Venus	Divine Justice	William Pitt, Earl of Chatham	Design for the Pediment of Queen's College, Oxford	Agrippina with the Ashes of Germanicus	Fingal Encounters Carbon Carglass	Fingal Encounters Carbon Carglass (upright version)	Alcestis and Admetus	The Statue of Four Metals	The Fiery Sepulchres	The Bridge	Gerion	Virgil and Beatrice Meeting	The Furies	The Region of Pluto	The Lovers Surprised	Tomb of Anastasius	Summit of Malebolge	Entering the Dark Wood	The Lake of Pitch	Encounter with the Centaurs	Tiresias	The Lovers Punished	The Rain of Fire	Hypocrites	Dante Discoursing with his Preceptor	Christ's Descent to Limbo	Forest of Harpies	Charon's Boat	The Pool of Envy	The Gulf of Simony	Malebolge	Cerberus	[title not known]	[title not known]	[title not known]	[title not known]	[title not known]	[title not known]	[title not known]	Classical Landscape	[title not known]	[title not known]	The Meeting of Dido and Aeneas	Anna Maria Ferri, the Artist's First Wife	Design for a Monument to Alderman Beckford	Studies of a Horse	The Vale of Disease	Forese's Elevation	The Infant Saviour	Heavenly Splendors	Region of Intemperence	Phemius Singing to the Suitors	The Schismatics	The Intemperate	The Church Militant	Nestor's Sacrifice	The Benediction	The Lunar Sphere	The Beatific Vision	A Conversation with Guido di Brettinoro	The Fiery Doom	The Sun	The Virgin Mary	Dante Discoursing with Cacciaguida	The Poets Reposing	The Negligent	Cacus	Gate of Purgatory	Faith, Hope and Charity	Celestial Meteors	Dis, or Lucifer	The Contention for Guido de Montefeltro	Ulysses on the Hearth Presenting Himself to Alcinous and Arete	St Peter	The Planet Mercury	Conducted by an Angel	The Meeting with Sordello	The Vestibule of Purgatory	Impostors	The Planet Jupiter	The Terrors of Guilt	Ascent to the First Heaven	The Region of the Sun	The Ninth Sphere	Limbo	Title Page: Portrait of Dante	The Flaming Gulph	Penelope Surprised by the Suitors	The Meeting with Statius	Purification from Envy	The Carnal	Conference with St John	The Descent of Beatrice	The Intrigues of the Church	The Procession of Elders	The Adoration of the Trinity	The Mysterious Car	The Salutation	The Glorious Cross	Penelope's Dream	The Planet Venus	The River Eunoë	The Region of Selfishness	The Fiery Serpents	The Region of Smoke	The Choir	Ulysses Weeps at the Song of Demodocus	The Reascent	The Hierarchies	Casella's Song	Count Ugolino Seized	The Mountain of Probation	Region of Avarice	The Proud	The Triumph of Christ	Leucothea Preserving Ulysses	The Deliverance of Buanoconti	The Celestial Steps	The Frozen Lake	The Empyreum	Nausicaa Throwing the Ball	The Birth of Cacciaguida	The Return of Cunissa	The Death of Ugolino	The Earthquake	Order of the Patriarchs	Title Page: Profile of Homer	The Descent of Minerva to Ithaca	The Church	Matilda	Dante's Dream	Beatrice and Dante	Humiliation	The Active Good	Souls Returning to their Spheres	The Celestial Eagle	The Bark of Purgatory	Ulysses Following the Car of Nausicaa	Inhabitants of the Moon	Mercury's Message to Calypso	The Giants	Lucifer	The River Lethe	Council of Jupiter, Minerva, and Mercury	Telemachus in Seach of his Father	Agrippina Landing at Brindisium with the Ashes of Germanicus	Architectural Decoration, Design for an Altarpiece: Scene under a Wide Vault Supported by Two Pairs of Columns	Architectural Decoration, Design for an Altarpiece: Scene under a Barrel Vault Supported by Four Pairs of Detached Columns	'T'is Innocence reposes here.'	The Lion at Exeter 'Change	A Nymph with Putto	[title not known]	[title not known]	[title not known] Verso: Sketch of Drapery	[title not known]	The Evolution of Religious Architecture, after Le Moine and Michelinot	[title not known] Verso: Group Figure Studies	[title not known]	[title not known]	[title not known]	[title not known] Verso: Two Compositional Figure Sketches	Design for the Setting of a Classical Statue; and a Farewell Scene, Figures in Classical Costume. ?Sophocles	[title not known]	[title not known]	[title not known]	[title not known]	[title not known]	Design for the Illumination for the King's Birthday	Study for 'Philoctetes on the Island of Lemnos'	Andromache Offering Sacrifice to Hector's Shade	Minerva Restoring Ulysses to his Own Shape	The Harpies Going to Seize the Daughters of Pandarus	Ulysses Giving Wine to Polyphemus	Ulysses Terrified by the Ghosts	Euryclea Discovers Ulysses	Ulysses Departing from Lacedaemon for Ithaca, with his Bride Penelope	Scylla	Ulysses Preparing to Fight with Irus	Mercury Conducting the Souls of the Suitors to the Infernal Regions	Morning	The Sirens	Lampetia Complaining to Apollo	Penelope Carrying the Bow of Ulysses to the Suitors	Ulysses Conversing with Eumaeus	Ulysses Killing the Suitors	The King of the Lestrigens Seizing One of the Companions of Ulysses	The Meeting of Ulysses and Penelope	Ulysses and his Dog	Ulysses at the Table of Circe	Ulysses Asleep Laid on his Own Coast by the Phaeacian Sailors	Apollo and Diana Discharging their Arrows	[title not known]	[title not known]	[title not known]	[title not known]	[title not known]	[title not known]	[title not known]	[title not known]	[title not known]	[title not known]	[title not known]	[title not known]	[title not known]	[title not known]	[title not known]	[title not known]	[title not known]	[title not known]	[title not known]	[title not known]	[title not known]	[title not known]	[title not known]	[title not known]	[title not known]	[title not known]	[title not known]	[title not known]	[title not known] Verso: [title not known]	[title not known]	[title not known]	[title not known]	[title not known]	[title not known]	[title not known]	[title not known]	[title not known]	[title not known]	[title not known]	[title not known]	[title not known]	[title not known]	[title not known]	[title not known]	[title not known]	[title not known]	[title not known]	[title not known]	[title not known]	[title not known]	[title not known]	[title not known]	[title not known]	[title not known]	[title not known]	[title not known]	[title not known]	[title not known]	[title not known]	[title not known]	[title not known]	[title not known]	[title not known]	[title not known]	[title not known]	[title not known]	Cleombrotus Ordered into Banishment by Leonidas II, King of Sparta	Pylades and Orestes Brought as Victims before Iphigenia"
345,Picturesque,290,18th century,"Interior of a Cottage	The River Thames with Isleworth Ferry	The Ford	Study of Buildings ('Study from Nature')	A Ruined Castle	Classical Landscape	Thames Wharves and Barges	After Claude	Romantic Castle	Classical Landscape Composition	Mount Vesuvius from Torre dell'Annunziata near Naples	[title not known]	View near the Loggerheads, Denbigh	Goring Mill and Church	Claudian Landscape	Boy Driving Cows near a Pool	Lake Avernus and the Island of Capri	A Landscape ('The Angler's Nook')	Lake Scene, Evening	Maecenas' Villa, Tivoli	Hadrian's Villa	Sunset: Carthorses Drinking at a Stream	Landscape	On Hounslow Heath	Buildings on the Banks of the Thames	Holy Island Castle	London from Greenwich Park	Sketch of a Bank, with Gipsies	The Bridge	Lake, Ruin and Pine Trees	Woody Landscape with Building	Caernarvon Castle	Gypsy Encampment, Sunset	Hounslow Heath	River View, on the Arno (?)"
346,Rococo,290,18th century,"The Schutz Family and their Friends on a Terrace	A Music Party	Head of a Lady, Called Lady Pembroke	The Dance (The Happy Marriage ?VI: The Country Dance)	Ashley Cowper with his Wife and Daughter	See-Saw	Giovanna Baccelli	Lady and Child	A Family Group in a Garden	The Author and his Reader; a Frontispiece to 'The Tatler'	A Landscape with the Story of Cadmus Killing the Dragon	Lavinia Fenton, Duchess of Bolton	Mrs Salter	A Scene from 'The Beggar's Opera' VI	The Wrestling Scene from 'As You Like It'"
